Id,Local,Coordenadas,IntensidadeVentoKM,Temperatura,Radiação,DirecaoVento,IntensidadeVento,Humidade,DataHoraObservacao
E1,Terras de Bouro/Barral (CIM),"[-8.31808611,41.70225278]",2.5,23.2,133.2,NE,0.7,58.0,1010.5
